id,raw_id,japanese,hiragana,chinese,level,pos,example_1,gloss_1,example_2,gloss_2,example_3,gloss_3,is_delisted
21554,N2_1554,逃がす,にがす,使～逃脱。放跑；错过，漏掉,N2,他動1,籠[かご]（ケージ）にいた鳥[とり]（バード）を逃[に]がした。,放走了笼子里面的小鸟。,チャンスを逃[に]がす。,错过机会。,逃[に]がした魚[さかな]（フィッシュ）は大[おお]きい。,漏网之鱼总是大的；得不到的东西总是好的。,false
21555,N2_1555,憎む,にくむ,憎恶，讨厌,N2,他動1,戦争[せんそう]（ウォー）を憎[にく]む。,厌恶战争。,罪[つみ]（クライム）を憎[にく]んで、人[ひと]（パーソン）を憎[にく]まず。,恨其罪不恨其人。,不正[ふせい]（インジャスティス）を憎[にく]む。,憎恨不正之风。,false
21556,N2_1556,憎らしい,にくらしい,可恨的，让人生厌的,N2,イ形,憎[にく]らしい人[ひと]（マン）,让人讨厌的人,憎[にく]らしいほど落[お]ち着[つ]いている。,冷静得让人讨厌。,憎[にく]らしい口[くち]をきく。,说可恶的话。,false
21557,N2_1557,逃げ出す,にげだす,逃出，逃离，逃跑；开始逃跑,N2,自動1,隙[すき]（チャンス）を見[み]て逃[に]げ出[だ]す。,趁机逃走。,家[いえ]（ホーム）を逃[に]げ出[だ]す。,离家出走。,怖[こわ]くなって逃[に]げ出[だ]す。,由于害怕而逃走。,false
21558,N2_1558,濁る,にごる,浑浊；（声音）不响亮；变浊音,N2,自動1,この川[かわ]（リバー）は濁[にご]っている。,这条河水浑浊。,声[こえ]（ボイス）が濁[にご]る。,声音嘶哑。,濁[にご]って読[よ]む。,变浊音来念。,false
21559,N2_1559,虹,にじ,彩虹,N2,名,虹[にじ]（レインボー）がかかる。,天空出现彩虹，架起彩虹桥。,美[うつく]しい虹[にじ]が出[で]ている。,出现了美丽的彩虹。,雨[あめ]（レイン）上[あ]がりの虹[にじ],雨后的彩虹,false
21560,N2_1560,日光,にっこう,日光，太阳光,N2,名,日光[にっこう]（サンライト）に当[あ]てる。,晒太阳。,日光浴[にっこうよく]（サンバス）,日光浴,日光[にっこう]を遮[さえぎ]る。,遮挡阳光。,false
21561,N2_1561,にっこり,にっこり,微笑，莞尔一笑,N2,副*自動3,顔[かお]（フェイス）を合[あ]わせるとにっこり（スマイル）する。,见面就微微一笑。,にっこり笑[わら]う。,莞尔一笑。,彼女[かのじょ]はいつもにっこりしている。,她总是笑眯眯的。,false
21562,N2_1562,日中,にっちゅう,白天；日本和中国,N2,名,日中[にっちゅう]（デイタイム）は暖[あたた]かいが、夜[よる]（ナイト）は寒[さむ]い。,白天倒是挺暖和的，但晚上寒冷。,日中[にっちゅう]関係[かんけい]（リレーション）,中日关系,日中[にっちゅう]の気温[きおん]（テンパラチャー）,白天的气温,false
21563,N2_1563,鈍い,にぶい,钝的；迟钝的,N2,イ形,ナイフが鈍[にぶ]い。,小刀不锋利。,感覚[かんかく]（センス）が鈍[にぶ]い。,感觉迟钝。,動[うご]き（アクション）が鈍[にぶ]い。,动作迟钝。,false
21564,N2_1564,にもかかわらず,にもかかわらず,尽管～，但是～,N2,接,悪天候[あくてんこう]（バッドウェザー）にもかかわらず、試合[しあい]（ゲーム）は行[おこな]われた。,尽管天气恶劣，比赛还是进行了。,いろいろと力[ちから]を尽[つ]くしたつもりだ。にもかかわらず、ちっとも感謝[かんしゃ]されなかった。,（我自认为）为（她）做了很多，然而一点也没有得到（她的）感谢。,忠告[ちゅうこく]（アドバイス）にもかかわらず、彼[かれ]は失敗[しっぱい]した。,尽管听了忠告，他还是失败了。,false
21565,N2_1565,にやにや,にやにや,暗笑，不出声地冷冷一笑,N2,副*自動3,にやにや（グリン）笑[わら]っている。,暗笑，奸笑。,何[なに]をにやにやしているんだ。,你在傻笑什么？,思[おも]い出[だ]してにやにやする。,想起往事不禁发笑。,false
21566,N2_1566,入社,にゅうしゃ,进人公司，就职,N2,名*自動3,入社[にゅうしゃ]試験[しけん]（エグザム）,进公司考试,今年[ことし]（ディスイヤー）、入社[にゅうしゃ]いたしました。,我是今年进公司的。,入社[にゅうしゃ]式[しき]（セレモニー）,入职典礼,false
21567,N2_1567,入力,にゅうりょく,输入，将数据、信息等输入存储器,N2,名*他動3,入力[にゅうりょく]（インプット）ミス,输入错误,データを入力[にゅうりょく]する。,输入数据。,パスワードを入力[にゅうりょく]する。,输入密码。,false
21568,N2_1568,にわか,にわか,突然，骤然；立刻，马上,N2,ナ形,病状[びょうじょう]（コンディション）がにわかに変化[へんか]（チェンジ）した。,病情突变。,にわかには返答[へんとう]（アンサー）しかねる。,很难立马作出答复。,にわか雨[あめ]（レイン）,阵雨,false
21569,N2_1569,認識,にんしき,认识，了解,N2,名*他動3,認識[にんしき]（レコグニション）に欠[か]ける。,缺乏认识；缺乏理解。,重要性[じゅうようせい]（インポータンス）を認識[にんしき]する。,认识到重要性。,認識[にんしき]不足[ぶそく]（ラック）,认识不足,false
21570,N2_1570,抜かす,ぬかす,忘记，漏掉；跳过；泄气,N2,他動1,前[まえ]の何[なん]ページかを抜[ぬ]かして読[よ]む。,跳过前面几页来读。,昼食[ちゅうしょく]（ランチ）を抜[ぬ]かして仕事[しごと]（ワーク）を続[つづ]ける。,不吃午饭持续工作。,うつつを抜[ぬ]かす。,神魂颠倒，迷住。,false
21571,N2_1571,抜き出す,ぬきだす,选出，选拔,N2,他動1,候補[こうほ]（キャンディデート）を抜[ぬ]き出[だ]す。,选拔候选人。,要点[ようてん]（ポイント）を抜[ぬ]き出[だ]す。,摘录要点。,本棚[ほんだな]から一[いち]冊[さつ]（ブック）を抜[ぬ]き出[だ]す。,从书架上抽出一本书。,false
21572,N2_1572,拭う,ぬぐう,擦拭；洗涮，洗清,N2,他動1,汚名[おめい]を拭[ぬぐ]う。,洗清坏名声，沉冤得雪。,口[くち]（マウス）を拭[ぬぐ]う。,偷吃后擦嘴，装作若无其事的样子；佯装不知。,汗[あせ]（スウェット）を拭[ぬぐ]う。,擦汗。,false
21573,N2_1573,盗み～,ぬすみ～,偷偷地做····,N2,接頭,盗[ぬす]み聞[ぎ]き（イーブスドロッピング）,偷听，窃听,盗[ぬす]み見[み]（ピーピング）,偷看,盗[ぬす]み食[ぐ]い（スナッキング）,偷吃,false
21574,N2_1574,濡らす,ぬらす,沾湿，弄湿,N2,他動1,涙[なみだ]（ティアーズ）で枕[まくら]（ピロー）を濡[ぬ]らす。,哭湿了枕头。,手[て]（ハンド）を水[みず]（ウォーター）で濡[ぬ]らす。,用水弄湿手。,袖[そで]（スリーブ）を濡[ぬ]らす。,泪湿衣袖；哭泣。,false
21575,N2_1575,根,ね,（植物的）根，根基；根源；性质，秉性；内心,N2,名,根[ね]（ルート）が生[は]える。,扎下根来。,根[ね]に持[も]つ。,记仇，怀恨在心。,根[ね]も葉[は]もない噂[うわさ]（ルーマー）。,毫无根据的谣言。,false
21576,N2_1576,値,ね,价格，价钱,N2,名,売[う]り値[ね]と買[か]い値[ね],卖价和买价,値[ね]（プライス）をつける。,定价。,値[ね]が張[は]る。,价钱贵。,false
21577,N2_1577,値上がり,ねあがり,涨价，价格上涨,N2,名*自動3,石油[せきゆ]（オイル）が値上[ねあ]がり（ライズ）する。,石油价格上涨。,物価[ぶっか]（プライス）が値上[ねあ]がりする。,物价上涨。,株[かぶ]（ストック）が値上[ねあ]がりする。,股票上涨。,false
21578,N2_1578,値上げ,ねあげ,提价。涨价,N2,名*他動3,送料[そうりょう]（フィー）を値上[ねあ]げする。,提高运费。,商品[しょうひん]（グッズ）を値上[ねあ]げする。,商品涨价。,値上[ねあ]げ反対[はんたい]（オポジション）,反对涨价,false
21579,N2_1579,音色,ねいろ,音色,N2,名,きれいな音色[ねいろ]（トーン）,悦耳的音色,バイオリンの音色[ねいろ],小提琴的音色,美[うつく]しい音色[ねいろ]（サウンド）を奏[かな]でる。,演奏出美妙的音色。,false
21580,N2_1580,寝かす,ねかす,=寝かせる（ねかせる）[0][他動2]使～睡觉；放平；积压，搁罝,N2,他動1,子[こ]ども（キッズ）を寝[ね]かす。,哄小孩睡觉。,資金[しきん]（ファンド）を寝[ね]かす。,闲置资金。,ワインを寝[ね]かす。,陈酿葡萄酒。,false
21581,N2_1581,値下がり,ねさがり,降价，价格下跌,N2,名*自動3,春節[しゅんせつ]が過[す]ぎると、野菜[やさい]（ベジタブル）が値下[ねさ]がりする。,春节ー过，蔬菜就降价了。,株価[かぶか]（ストックプライス）が値下[ねさ]がりする。,股价下跌。,土地[とち]（ランド）が値下[ねさ]がりする。,地价下跌。,false
21582,N2_1582,値下げ,ねさげ,减价，降价,N2,名*他動3,定価[ていか]（プライス）を値下[ねさ]げする。,降低定价。,在庫[ざいこ]（ストック）処分[しょぶん]で値下[ねさ]げする。,清库存降价。,大幅[おおはば]に値下[ねさ]げする。,大幅降价。,false
21583,N2_1583,ねじ,ねじ,螺丝（钉）；发条,N2,名,ねじ（スクリュー）が緩[ゆる]む。,精神松懈。,ねじ（スプリング）を巻[ま]く。,上弦；督促，提醒而使紧张。,ねじを締[し]める。,拧紧螺丝。,false
21584,N2_1584,捩る,ねじる,拧，扭，扭转 ねじ～る【捩る～捻る～拗る】,N2,他動1,ガス栓[せん]（タップ）を捩[ねじ]る。,拧煤气开关。,体[からだ]（ボディ）を捩[ねじ]る。,扭动身体。,頭[あたま]（ヘッド）を捩[ねじ]って考[かんが]える。,绞尽脑汁思考。,false
21585,N2_1585,熱する,ねっする,加热；热衷，激动,N2,自他動3,鉄[てつ]（アイアン）を熱[ねっ]して溶[と]かす。,加热铁，使其熔化。,議論[ぎろん]（ディスカッション）が熱[ねっ]する。,讨论得很熱烈。,油[あぶら]（オイル）を熱[ねっ]する。,加热油。,false
21586,N2_1586,熱中,ねっちゅう,热衷，对～人迷,N2,名*自動3,ゲームに熱中[ねっちゅう]する。,对游戏入迷。,研究[けんきゅう]（リサーチ）に熱中[ねっちゅう]する。,热衷于研究。,会話[かいわ]（カンバセーション）に熱中[ねっちゅう]する。,聊得起劲。,false
21587,N2_1587,network,ネットワーク,网状组织；网络,N2,名,ネットワークを作[つく]る。,建立网络。,社内[しゃない]ネットワーク,公司内部网络,人脈[じんみゃく]のネットワーク,人脉网络,false
21588,N2_1588,値引き,ねびき,降价，打折,N2,名*他動3,値引[ねび]きセール（セール）,降价销售,一[いち]割[わり]（パーセント）値引[ねび]きする。,打九折。,値引[ねび]き交渉[こうしょう]（ネゴシエーション）をする。,讨价还价。,false
21589,N2_1589,狙い,ねらい,瞄准；目标，目的,N2,名,狙[ねら]い（エイム）を定[さだ]める。,瞄准目标。,狙[ねら]いが当[あ]たる。,目标实现。,狙[ねら]いをつける。,瞄准目标；对既定对象制订计划并付诸实施。,false
21590,N2_1590,狙う,ねらう,瞄准；以～为目标；趁机,N2,他動1,的[まと]（ターゲット）を狙[ねら]う。,瞄准靶子。,優勝[ゆうしょう]（チャンピオンシップ）を狙[ねら]う。,以获胜为目标。,隙[すき]（チャンス）を狙[ねら]う。,趁机，乘隙。,false
21591,N2_1591,年月,ねんげつ,年月，岁月，光阴,N2,名,年月[ねんげつ]（イヤーズ）を経[へ]る。,岁月流逝。,長[なが]い年月[ねんげつ]をかける。,花费很长的光阴。,年月[ねんげつ]が流[なが]れる。,时光流逝。,false
21592,N2_1592,年度,ねんど,年度,N2,名,会計[かいけい]年度[ねんど]（フィスカイヤー）,会计年度,年度[ねんど]始[はじ]め,新年伊始，新年度开始,年度[ねんど]替[が]わり,年度交替之时，新旧年更替时,false
21593,N2_1593,念のために,ねんのために,为了确认～，保险起见,N2,副,念[ねん]のために繰[く]り返[かえ]して言[い]う。,为保险起见重复说一遍。,念[ねん]のために確認[かくにん]（チェック）する。,为了保险起见确认一下。,念[ねん]のために傘[かさ]（アンブレラ）を持[も]っていく。,带把伞以防万一。,false
21594,N2_1594,年配,ねんぱい,大致年龄；中年，上了年纪,N2,名,年配[ねんぱい]の人[ひと]（エルダリー）,中年人，上了年纪的人,年配[ねんぱい]の婦人[ふじん]（レディ）,上了年纪的女士,ご年配[ねんぱい]の方[かた],年长者,false
21595,N2_1595,燃費,ねんぴ,燃油消耗率,N2,名,燃費[ねんぴ]のよい車[くるま]（カー）,省油的车,燃費[ねんぴ]が悪[わる]い。,耗油量大。,燃費[ねんぴ]向上[こうじょう]（インプルーブメント）,提高燃油效率,false
21596,N2_1596,燃料,ねんりょう,燃料,N2,名,液体[えきたい]（リキッド）燃料[ねんりょう]（フューエル）,液体燃料,燃料[ねんりょう]を入[い]れる。,添加燃料。,燃料[ねんりょう]切[ぎ]れ,燃料耗尽,false
21597,N2_1597,野～,の～,野生,N2,接頭,野薔薇[のばら]（ワイルドローズ）,野玫瑰,野宿[のじゅく]（キャンピング）,露宿,野良猫[のらねこ]（ストレイキャット）,野猫,false
21598,N2_1598,濃度,のうど,浓度,N2,名,濃度[のうど]（デンシティ）が高[たか]い。,浓度高。,酸素[さんそ]濃度[のうど],氧气浓度,アルコール濃度[のうど],酒精浓度,false
21599,N2_1599,農薬,のうやく,农药,N2,名,農薬[のうやく]汚染[おせん]（ポリューション）,农药污染,無[む]農薬[のうやく]野菜[やさい]（オーガニックベジタブル）,无农药蔬菜,農薬[のうやく]を散布[さんぷ]する。,喷洒农药。,false
21600,N2_1600,軒,のき,房檐，屋檐,N2,名,軒[のき]を連[つら]ねる。,（房屋）鳞次栉比。,軒下[のきした]で雨宿[あまやド]りする。,在屋檐下避雨。,軒先[のきさき]に吊[つ]るす。,挂在屋檐下。,false
21601,N2_1601,退ける,のける,挪开，移开,N2,他動2,邪魔[じゃま]ものを退[の]ける。,移开陣碍物。,椅子[いす]（チェア）を退[の]ける。,把椅子多开。,人[ひと]を押[お]し退[の]ける。,推开别人。,false
21602,N2_1602,のこぎり,のこぎり,锯子,N2,名,のこぎり（ソー）で切[き]る。,用锯子切断。,チェーンソーは機械式[きかいしき]ののこぎりだ。,电锯是机械式锯子。,のこぎりの歯[は],锯齿,false
21603,N2_1603,覗く,のぞく,（他）窥视；了解；随意看看；（自）露出,N2,自他動1,穴[あな]（ホール）から覗[のぞ]く。,从洞ロ窺视。,本屋[ほんや]（ブックストア）を覗[のぞ]く。,顺便到书店看看。,空[そら]（スカイ）から月[つき]（ムーン）が顔[かお]を覗[のぞ]かせる。,月亮从空中露出了脸。,false
21604,N2_1604,除く,のぞく,除去，不计算～在内；消除，铲除,N2,他動1,未成年者[みせいねんしゃ]（マイナー）を除[のぞ]く。,未成年人除外。,不安[ふあん]（アンザイエティ）を除[のぞ]く。,消除不安。,彼[かれ]を除[のぞ]いて全員[ぜんいん]来[き]た。,除了他全员都来了。,false
21605,N2_1605,望み,のぞみ,希望，期待,N2,名,望[のぞ]みどおり,正如所期望的,望[のぞ]み（ホープ）を捨[す]てるな。,不要放弃希望。,一縷[いちる]の望[のぞ]み,一线希望,false
21606,N2_1606,後,のち,～后，以后；将来，未来,N2,名,晴[は]れ後[のち]曇[くも]り,晴转阴,後[のち]の世[よ]（フューチャー）,后世,後[のち]ほどご連絡[れんらく]します。,稍后联系。,false
21607,N2_1607,延べ,のべ,总计，共计,N2,名,延[の]べ面積[めんせき]（エリア）,总面积,延[の]べ人数[にんずう],总人数,延[の]べ日数[にっすう],总天数,false
21608,N2_1608,糊,のり,糨糊，黏着剂,N2,名,ゴム糊[のり],胶水,糊[のり]が利[き]く。,糨糊牢牢地黏在布料等物体上；因过度紧张而拘谨。,糊[のり]と鋏[はさみ]（シザーズ）,剪刀糨糊，剪剪贴贴；比喻将别人的话随便东拼西凑后发表等,false
21609,N2_1609,乗り切る,のりきる,克服，度过,N2,自動1,難局[なんきょく]を乗[の]り切[き]る。,渡过难关。,この冬[ふゆ]（ウインター）を乗[の]り切[き]る。,熬过这个冬天。,危機[きき]（クライシス）を乗[の]り切[き]る。,度过危机。,false
21610,N2_1610,乗り越える,のりこえる,穿过，越过；战胜，克服,N2,自動2,困難[こんなん]を乗[の]り越[こ]える。,克服困难。,壁[かべ]（ウォール）を乗[の]り越[こ]える。,翻过围墙。,悲[かな]しみ（ソロウ）を乗[の]り越[こ]える。,克服悲伤。,false
21611,N2_1611,乗り越し,のりこし,坐过站,N2,名*自動3,乗[の]り越[こ]し料金[りょうきん],坐过站所需补的差额,寝過[ねす]ごして乗[の]り越[こ]しする。,睡过头坐过站了。,乗[の]り越[こ]し精算[せいさん]機[き],补票机,false
21612,N2_1612,乗り込む,のりこむ,进入，进攻；乘人，乘坐,N2,自動1,一人[ひとり]で敵地[てきち]に乗[の]り込[こ]む。,独自深入敌军阵营。,バスに乗[の]り込[こ]む。,坐进公交车。,ヨットに乗[の]り込[こ]む。,登上游艇。,false
21613,N2_1613,鈍い,のろい,动作迟缓的；头脑不灵活的,N2,イ形,足[あし]が鈍[のろ]い。,走路慢。,頭[あたま]が鈍[のろ]い。,脑子转得馒。,亀[かめ]（タートル）は動[うご]きが鈍[のろ]い。,乌龟行动迟缓。,false
21614,N2_1614,のろのろ,のろのろ,动作缓慢,N2,副*自動3,のろのろと歩[ある]く。,緩慢前行。,のろのろ運転[うんてん]（ドライブ）,慢速驾驶,作業[さぎょう]がのろのろして進[すす]まない。,工作磨蹭，没有进展。,false
21615,N2_1615,場,ば,场所，场合，场面,N2,名,場[ば]を塞[ふさ]ぐ。,占地方。,公共[こうきょう]の場[ば]（パブリックプレイス）,公共场合。,場[ば]を外[はず]す。,离席，中途退场。,false
21616,N2_1616,bargain,バーゲン,特卖，大甩卖；廉价品，特价品,N2,名,バーゲンセール,大减价，廉价销售,バーゲンで服[ふく]を買[か]う。,在特卖会买衣服。,バーゲン価格[かかく]（プライス）,特价,false
21617,N2_1617,灰,はい,灰，燃烧后遗留的粉末,N2,名,灰[はい]（アッシュ）になる。,烧光，烧尽；成灰，（死后）被火葬。,タバコの灰[はい]（アッシュ）,烟灰,火山[かざん]（ボルケーノ）の灰[はい],火山灰,false
21618,N2_1618,～敗,～はい,用于计算失敗次数的,N2,接尾,三勝[さんしょう]二敗[にはい],三胜两敗,一敗[いっぱい]地[ち]に塗[まみ]れる。,一败涂地。,全敗[ぜんぱい]する。,全军覆没。,false
21619,N2_1619,梅雨,ばいう,梅雨，黄梅时节,N2,名,梅雨[ばいう]前線[ぜんせん]（フロント）,梅雨前锋，引起梅雨的静止锋,梅雨[ばいう]入[い]りする。,入梅。,梅雨[ばいう]明[あ]け,出梅,false
21620,N2_1620,hiking,ハイキング,远足，徒步旅行,N2,名*自動3,近[ちか]くの山[やま]（マウンテン）へハイキングに行[い]く。,到附近的山上去郊游。,ハイキングコースを歩[ある]く。,走远足路线。,秋[あき]（オータム）のハイキング,秋季远足,false
21621,N2_1621,俳句,はいく,俳句,N2,名,伝統[でんとう]俳句[はいく],传统徘句,俳句[はいく]を創[つく]る。,创作徘句。,俳句[はいく]を詠[よ]む。,吟咏俳句。,false
21622,N2_1622,廃止,はいし,废止，废除,N2,名*他動3,封建[ほうけん]制度[せいど]（システム）を廃止[はいし]する。,成除封建制度。,ルールを廃止[はいし]する。,废止规则。,死刑[しけい]制度[せいど]の廃止[はいし],废除死刑制度,false
21623,N2_1623,拝借,はいしゃく,拜借，“借”的自谦语,N2,名*他動3,お知恵[ちえ]（ウィズダム）を拝借[はいしゃく]したいのですが。,请指点；请给我出个主意。,トイレを拝借[はいしゃく]する。,借用一下厕所。,お力[ちから]を拝借[はいしゃく]願[ねが]いたい。,希望能借助您的力量。,false
21624,N2_1624,排除,はいじょ,排除，除掉,N2,名*他動3,障害物[しょうがいぶつ]（オブスタクル）を排除[はいじょ]する。,排除障碍物。,暴力[ぼうりょく]（バイオレンス）を排除[はいじょ]する。,排除暴力。,危険[きけん]（デンジャー）を排除[はいじょ]する。,排除危险。,false
21625,N2_1625,賠償,ばいしょう,赔偿，补偿,N2,名*他動3,損害[そんがい]（ダメージ）を賠償[ばいしょう]する。,赔偿损失。,賠償[ばいしょう]金[きん]（マニー）,赔偿金,国家[こっか]賠償[ばいしょう],国家赔偿,false
21626,N2_1626,排水,はいすい,排水，排放污水；船舶等排水,N2,名*自動3,家庭[かてい]排水[はいすい],家庭排水,排水[はいすい]量[りょう],排水量,排水[はいすい]溝[こう]（ドレイン）,排水沟,false
21627,N2_1627,配達,はいたつ,配送，送达,N2,名*他動3,郵便[ゆうびん]（メール）を配達[はいたつ]する。,送达邮件。,新聞[しんぶん]（ニュースペーパー）配達[はいたつ],送报纸,配達[はいたつ]証明[しょうめい],送达证明,false
21628,N2_1628,売買,ばいばい,买卖,N2,名*他動3,品物[しなもの]（グッズ）を売買[ばいばい]する。,买卖商品。,土地[とち]（ランド）の売買[ばいばい],土地买卖,株[かぶ]（ストック）を売買[ばいばい]する。,买卖股票。,false
21629,N2_1629,pipe,パイプ,输送管；牵线人；烟斗，烟嘴,N2,名,パイプ役[やく]を務[つと]める。,担任中间人。,パイプライン,输油管,パイプでタバコを吸[す]う。,用烟斗吸烟。,false
21630,N2_1630,配慮,はいりょ,关怀，照顾，照料,N2,名*他動3,配慮[はいりょ]（コンシダレーション）が足[た]りない。,关心不够。,当事者[とうじしゃ]の気持[きも]ちを配慮[はいりょ]する。,顾及当事人的感受。,環境[かんきょう]（エンバイロメント）に配慮[はいりょ]した製品[せいひん]。,环保产品。,false
21631,N2_1631,pilot,パイロット,飞机驾驶员，飞行员,N2,名,パイロットになりたい。,想成为飞行员。,テストパイロット,试飞员,優秀[ゆうしゅう]なパイロット,优秀的飞行员,false
21632,N2_1632,生える,はえる,生长,N2,自動2,歯[は]（トゥース）が生[は]える。,长牙。,草[くさ]（グラス）が生[は]える。,长草。,カビが生[は]える。,发霉。,false
21633,N2_1633,墓,はか,坟墓，墓碑,N2,名,墓[はか]（グレイブ）を建[た]てる。,立墓碑。,墓[はか]に入[はい]る。,进坟墓；去世。,先祖[せんぞ]の墓[はか],祖坟,false
21634,N2_1634,ばか～,ばか～,非常。不同寻常,N2,接頭,ばか丁寧[ていねい],过分恭敬,ばか正直[しょうじき],过分老实,ばか力[ぢから]を出[だ]す。,使出蛮力。,false
21635,N2_1635,破壊,はかい,破坏,N2,名*自他動3,自然[しぜん]（ネイチャー）を破壊[はかい]する。,破坏自然。,建物[たてもの]（ビルディング）が破壊[はかい]された。,建筑物被破坏了。,オゾン層[そう]の破壊[はかい],臭氧层破坏,false
21636,N2_1636,剥がす,はがす,剥下，揭下,N2,他動1,ポスターを剥[は]がす。,揭下海报。,切手[きって]（スタンプ）を剥[は]がす。,揭下邮票。,レッテルを剥[は]がす。,揭掉标签。,false
21637,N2_1637,墓参り,はかまいり,扫墓，上坟,N2,名*自動3,墓参[はかまい]りに帰郷[ききょう]する。,回家乡扫墓。,お彼岸[ひがん]に墓参[はかまい]りに行[い]く。,彼岸时节去扫墓。,毎年[まいとし]の墓参[はかまい]り,每年的扫墓,false
21638,N2_1638,剥がれる,はがれる,剥落，剥下,N2,自動2,ポスターが剥[は]がれる。,海报剥落。,化[ば]け（バケ）の皮[かわ]が剥[は]がれる。,画皮剥下，原形毕露。,めっきが剥[は]がれる。,伪装剥落。现出原形。,false
21639,N2_1639,はきはき,はきはき,干脆，爽快；头脑敏捷,N2,副*自動3,はきはきと先生[せんせい]（ティーチャー）の質問[しつもん]（クエスチョン）に答[こた]える。,干脆地回答老师的问题。,はきはきした返事[へんじ]（アンサー）,干脆的回答,彼女[かのじょ]ははきはきした性格[せいかく]だ。,她性格爽快。,false
21640,N2_1640,莫大,ばくだい,莫大，非常多,N2,名*ナ形,莫大[ばくだい]な財産[ざいさん]（トレジャー）,巨大的财富,莫大[ばくだい]な費用[ひよう]（コスト）がかかる。,花费巨大的费用。,莫大[ばくだい]な利益[りえき]（プロフィット）,巨额利润,false
21641,N2_1641,爆弾,ばくだん,炸弹,N2,名,爆弾[ばくだん]（ボム）を投[な]げる。,投放炸弹。,爆弾[ばくだん]発言[はつげん],爆炸性发言,時限[じげん]爆弾[ばくだん],以此为限的炸弹,false
21642,N2_1642,爆発,ばくはつ,爆炸；爆发,N2,名*自動3,火薬[かやく]（パウダー）が爆発[ばくはつ]する。,火药爆炸。,怒[いか]り（アンガー）が爆発[ばくはつ]する。,怒火爆发。,人口[じんこう]爆発[ばくはつ],人口爆炸,false
21643,N2_1643,爆発的,ばくはつてき,爆炸性的，惊人的,N2,ナ形,爆発[ばくはつ]的[てき]に売[う]れる。,卖得出奇的好。,爆発[ばくはつ]的[てき]な人気[にんき]（ポピュラリティ）,极高的人气,人口[じんこう]が爆発[ばくはつ]的[てき]に増加[ぞうか]する。,人口爆炸性增长。,false
21644,N2_1644,迫力,はくりょく,打动人心的力量，感染力,N2,名,迫力[はくりょく]（パワー）を感[かん]じる。,扣人心弦。,迫力[はくりょく]満点[まんてん]の映画[えいが]（ムービー）,极具震撼力的电影,彼[かれ]の演技[えんぎ]は迫力[はくりょく]がある。,他的演技很有魄力。,false
21645,N2_1645,歯車,はぐるま,齿轮；构成整体的各个要素,N2,名,組織[そしき]の中[なか]の一[ひと]つの歯車[はぐるま]（ギア）に過[す]ぎない。,只不过是组织当中的组成要素之一而己。,歯車[はぐるま]が噛[か]み合[あ]う。,齿轮咬合；配合默契。,運命[うんめい]の歯車[はぐるま]が狂[くる]う。,命运的齿轮乱了套。,false
21646,N2_1646,励ます,はげます,鼓励，激励；加强，强化,N2,他動1,選手[せんしゅ]（プレーヤー）を励[はげ]ます。,鼓励选手。,落胆[らくたん]している友[とも]（フレンド）を励[はげ]ます。,鼓励灰心丧气的朋友。,自分[じぶん]を励[はげ]ます。,激励自己。,false
21647,N2_1647,励み,はげみ,勉励，鼓舞，勤奋,N2,名,励[はげ]み（エンカレッジメント）になる。,受到鼓舞。,仕事[しごと]の励[はげ]みにする。,作为工作的动力。,皆様[みなさま]の応援[おうえん]が励[はげ]みになります。,大家的支持是我的动力。,false
21648,N2_1648,派遣,はけん,派遣,N2,名*他動3,訪問[ほうもん]団[だん]（チーム）を派遣[はけん]する。,派遣访问团。,海外[かいがい]（オーバーシーズ）に派遣[はけん]される。,被派往海外。,人材[じんざい]派遣[はけん],人才派遣,false
21649,N2_1649,運び,はこび,行走姿态；进度；阶段,N2,名,仕事[しごと]の運[はこ]びが遅[おそ]い。,工作进度慢。,足[あし]の運[はこ]び,脚步，步法,第[だい]二[に]の運[はこ]び,第二阶段,false
21650,N2_1650,破産,はさん,破产，倾家荡产,N2,名*自動3,事業[じぎょう]（ビジネス）に失敗[しっぱい]して破産[はさん]する。,事业失敗倾家荡产。,会社[かいしゃ]（カンパニー）が破産[はさん]した。,公司破产了。,自己[じこ]破産[はさん],自己破产,false
21651,N2_1651,梯子,はしご,梯子,N2,名,梯子[はしご]（ラダー）をかける。,搭梯子。,梯子[はしご]が外[はず]される。,拆台，因同伙、同伴等改变态度而变得孤立。,梯子[はしご]を登[のぼ]る。,爬梯子。,false
21652,N2_1652,pajamas,パジャマ,成套睡衣,N2,名,パジャマに着替[きが]える。,换上睡衣。,木綿[もめん]（コットン）のパジャマ,棉布睡衣,パジャマ姿[すがた],穿睡衣的样子,false
21653,N2_1653,斜,はす,倾斜，歪斜,N2,名,斜[はす]向[む]かい,斜对面,斜[はす]に線[せん]（ライン）を入[い]れる。,画斜线。,斜[はす]に構[かま]える。,身子斜着对人（准备决斗）；态度不认真，甚至玩世不恭。,false
21654,N2_1654,果たして,はたして,究竟，到底；果真，真的,N2,副,果[は]たしてできるのだろうか。,真的能做到吗？,勝[か]つのは果[は]たしてどちらのチームか。,获胜的究竟是哪个队？,果[は]たして嘘[うそ]（ライ）だったか。,果然是谎言吗？,false
21655,N2_1655,果たす,はたす,完成，实现；起到～的作用,N2,他動1,目的[もくてき]（パーパス）を果[は]たす。,达到目的。,約束[やくそく]（プロミス）を果[は]たす。,履行诺言。,役割[やくわり]（ロール）を果[は]たす。,发挥作用。,false
